,text,ratingVal,ratingCount,tags
1,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother.""
",69.74,777,"Christmas, dirty, kids, sport"
2,"I wanna make a joke about sodium, but Na..",69.74,1100,"puns, school"
3,A book just fell on my head. I've only got myshelf to blame.,69.73,822,"life, puns"
4,Why can't you play Uno with a Mexican? They steal all the green cards.,69.72,3088,"dirty, racist"
5,Do you wanna lose ten pounds of ugly fat? Cut off your head.,69.68,237,"insults, ugly"
6,"If you can go to the gym without telling people on the Internet, you are instantly hired by the CIA.",69.67,55,"attitude, sport, work"
7,"Whenever i have a headache,i take two asprins and keep away the children,like the bottle says",69.67,152,stupid
8,My kids are very optimistic.  Every glass they leave sitting around the house is at least half full.,69.65,87,"attitude, kids"
9,What's the difference between a tire and 365 used rubbers? One is a Goodyear and the other is a great year.,69.63,222,"car, dirty, sex"
0,"Masturbation is like procrastination, it's all good and fun until you realize you are only fucking yourself!",69.61,557,"sarcastic, sex"
1,Why did the scientist install a knocker on his door? He wanted to win the No-bell prize!,69.59,780,"life, puns"
2,The last airline I flew charged for everything. Except for the bad service. That was free.,69.59,75,"life, sarcastic"
3,Do it tomorrow. You have made enough mistakes for today.,69.59,75,"attitude, life, mistake, work"
4,"It doesn't matter how much you work, there will always be an asshole that works less but gets more.",69.59,75,"life, motivational, work"
5,A procrastinator's work is never done.,69.58,38,life
6,My husband is on the roof - only a few inches away from an insurance claim that could completely change my life.,69.58,67,"life, marriage, sarcastic"
7,What do a nearsighted gynecologist and a puppy have in common? A wet nose.,69.54,181,"animal, dirty"
8,"If God is watching us, the least we can do is be entertaining.",69.50,221,"christian, God"
9,"I am on a seafood diet. Every time I see food, I eat it.",69.45,766,"food, puns"
0,"What's the difference between a northern fairytale and a southern fairytale? A northern fairytale begins ""Once upon a time ..."" A southern fairytale begins ""Y'all ain't gonna believe this shit ...""",69.45,2717,"black, racist"
1,You haven't experienced awkward until you try to tickle someone who isn't ticklish.,69.44,29,life
2,Imagine being 5 minutes from the end of the longest movie ever & it starts over because it forgot something. That's my kid telling a story.,69.42,147,"communication, kids"
3,"I have as much authority as the Pope, i just don't have as many people who believe it.",69.40,213,"christian, sarcastic"
4,"Confucius says Love one another. If it doesn't work, just interchange the last two words.",69.40,42,"attitude, love"
5,"Why doesn't Mexico have an Olympic team? Because everybody who can run, jump and swim are already in the U.S.",69.39,3477,racist
6,"Father's day, the most confusing day in the ghetto.",69.39,2863,"black, life, racist"
7,"What did the blonde say when she found out she was pregnant? ""Are you sure it's mine?""",69.38,180,"blonde, kids"
8,How is a woman like a condom? Both spend more time in your wallet than on your dick.,69.35,760,"dirty, sex, women"
9,"Time is a great teacher, but unfortunately it kills all its pupils.",69.34,154,"death, school, time"
0,"You are so old, when you were a kid rainbows were black and white.",69.33,165,insults
1,The proper way to use a stress ball is to throw it at the last person to piss you off.,69.32,176,"health, work"
2,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs.",69.30,277,"dirty, women"
3,I don't think you are stupid. You just have a bad luck when thinking.,69.28,241,"insults, rude"
4,"The deeper the pit you're falling into, the more chance you have to learn how to fly.",69.28,46,motivational
5,"It's just a bad day, not a bad life.",69.28,46,"life, motivational"
6,Letting the cat out of the bag is a whole lot easier than putting it back in.,69.28,46,"animal, attitude"
7,"If I wanted to hear from an asshole, I'd fart.",69.23,219,"insults, rude"
8,"If procrastionation was an Olympic sport, I'd compete in it later.",69.21,74,"attitude, sport"
9,My resumé is just a list of things I hope you never ask me to do.,69.16,54,"life, work"
0,Always identify who to blame in an emergency.,69.16,54,"attitude, health, motivational"
1,Laziness is when a person doesn't fake that he's working.,69.16,66,"life, work"
2,"He doesn't know the meaning of fear... but then again, he doesn't know the meaning of MOST words.",69.16,97,"men, rude"
3,Whats the difference between your girlfriend and a walrus? One has a moustache and smells of fish and the other is a walrus.,69.15,385,"insults, men, women"
4,I'm having an introvert party and you're all not invited.,69.09,149,"attitude, friendship, sarcastic, stupid"
5,A woman's mind is cleaner than a man's: She changes it more often.,69.08,33,"men, women"
6,Diplomacy is the art of sending someone to hell in the way that they are looking forward to it.,69.08,33,life
7,My wife sent her photograph to the Lonely Hearts Club. They sent it back saying they weren't that lonely.,69.07,123,"marriage, rude, sarcastic"
8,"A TV can insult your intelligence, but nothing rubs it in like a computer.",69.07,123,"intelligence, IT, life"
9,Calling you an idiot would be an insult to all stupid people.,69.05,310,"insults, rude"
0,What do women and police cars have in common? They both make a lot of noise to let you know they are coming.,69.01,404,"car, sex, women"
1,"I'm no photographer, but I can picture us together.",69.00,955,"flirty, puns"
2,"Always remember you're unique, just like everyone else.",69.00,24,life
3,I may love to shop but I'm not buying your bullshit.,68.97,163,insults
4,The road to success is always under construction.,68.93,81,"life, motivational, success"
5,But do you know what 6.9 is? A good thing screwed up by a period.,68.92,277,"dirty, sex"
6,"I don't know what your problem is, but I'll bet it's hard to pronounce.",68.91,159,insults
7,Having sex in an elevator is wrong on so many levels.,68.90,1063,"life, puns, sex"
8,"I'm good at multitasking and procrastinating, which means right now there are at least 28 things that I'm putting off until later.",68.88,77,"attitude, intelligence, success"
9,I would like to thank everybody that stuck by my side for those five long minutes my house didn't have internet.,68.86,37,"IT, people"
0,He who laughs last thinks slowest.,68.86,37,stupid
1,The only knowledge that can hurt you is the knowledge you don't have.,68.86,37,motivational
2,"A girl phoned me the other day and said, ""Come on over, there's nobody home."" I went over. Nobody was home.",68.86,478,"men, sex, stupid, women"
3,You are so ugly when you looked in the mirror your reflection walked away.,68.86,294,"insults, ugly"
4,The reason a dog has so many friends is that he wags his tail instead of his tongue.,68.73,65,"animal, life"
5,How do you make a blonde's eyes light up? Shine a flashlight in their ear. ,68.72,103,blonde
6,I would love to insult you... but that would be beyond the level of your intelligence.,68.71,254,"insults, intelligence"
7,Boy : I have a pen you have a phone number. Think of the possibilities. Girl : I have a sandal you have a face. Think of Casualties.,68.71,400,"flirty, men, sarcastic, women"
8,I'm here for whatever you need me to do from the couch.,68.69,61,"attitude, life, work"
9,Failure is not an option—it comes bundled with the software.,68.67,45,IT
0,We come to love not by finding a perfect person... but by learning to see an imperfect person perfectly.,68.67,45,love
1,I think they picked me for my motivational skills. Everyone always says they have to work twice as hard when I'm around!,68.66,57,motivational
2,42 percent of statistics are made up!,68.66,57,"life, work"
3,Anger; the feeling that makes your mouth work faster than your mind.,68.64,49,life
4,"Every so often, I like to go to the window, look up, and smile for a satellite picture.",68.61,19,
5,It's not the fall that kills you; it's the sudden stop at the end.,68.61,19,
6,It's bad luck to be superstitious.,68.61,19,life
7,"Every time I find the meaning of life, they change it.",68.61,19,life
8,Why do black widow spiders kill their males after mating? To stop the snoring before it starts.,68.60,110,"animal, life, love, men"
9,"I'd like to see things from your point of view, but I can't seem to get my head that far up your ass.",68.60,288,"insults, rude"
0,"Shut up, you'll never be the man your mother is.",68.58,326,"dirty, insults"
1,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches. ",68.57,504,"dirty, sex"
2,The trouble with unemployment is that the minute you wake up in the morning you're on the job.,68.53,14,life
3,Facts do not cease to exist because they are ignored.,68.53,14,life
4,I feel like I'm diagonally parked in a parallel universe.,68.53,14,life
5,If bullshit could float...you'd be the Admiral of the fleet! ,68.49,146,insults
6,"I don't know what makes you so stupid, but it really works.",68.49,203,"insults, stupid"
7,What would you call a woman who goes out with You? Desperate! ,68.45,178,"insults, rude, Valentines"
